TweetTime,Tweet,Location,FollowersCount,FriendsCount,ListedCount,FavouritesCount,StatusesCount,UserCreatedAt,Lang
Wed Sep 17 22:56:49 +0000 2014,"b""#SCOTLAND, PLEASE REMEMBER #INDYREF IS FOR LIFE NOT JUST FOR #SALMOND, DON'T BE FOOLED INTO BEING #EU RULED, #UKIP IS THE KEY TO TRUE  #INDY""",OUT OF THE EU ?????????????,7560,4553,132,19431,230138,Wed Oct 02 22:59:23 +0000 2013,en
Wed Sep 17 22:56:49 +0000 2014,"b""RT @YahooNews: Milestones of Scots' journey to #independence vote: http://t.co/BRMv9ZNOEf #Scotland http://t.co/DqsHKWhjh2""",Earth,4155,4693,247,6065,183514,Mon Aug 25 05:45:22 +0000 2008,en
Wed Sep 17 22:56:47 +0000 2014,"b""If you were trying to get someone to invest in a company but couldn't answer these huge questions you wouldn't invest! Take note #Scotland""",Sheffield,61,268,0,1259,1063,Wed Jun 01 11:18:24 +0000 2011,en
Wed Sep 17 22:56:45 +0000 2014,b'#indyref MT @alextomo To bed in #Perth - tmrw voting/will be reporting fr across #Scotland albeit under tight polling-day legal restrictions',#CatalogedToday ,3073,2895,275,4777,177084,Mon Mar 23 17:41:23 +0000 2009,en
Wed Sep 17 22:56:42 +0000 2014,b'RT @wikileaks: An independent #Scotland can remove #GCHQ/#NSA interception stations from its cable landing sites and peer with Eu directly \\u2026',Edinburgh,389,412,87,1981,6212,Wed Apr 04 07:57:10 +0000 2012,en
Wed Sep 17 22:56:42 +0000 2014,"b""Either way tomorrow history's made I say #scotland we want you, we need you, we love! Until tomorrow! #scottishindependence #ScotlandDecides""",UK,65,125,0,13,724,Tue Jul 14 10:45:04 +0000 2009,en
Wed Sep 17 22:56:41 +0000 2014,"b'If #Scotland votes ""Yes"" good-bye to the UK Labor Party in Westminster.'",NYC 🇺🇸🇬🇧,552,2512,7,20352,24047,Sun Jul 12 18:13:44 +0000 2009,en
Wed Sep 17 22:56:41 +0000 2014,b'Amazing #VoteYes #indyref #scottishindependence #scotland #Glasgow http://t.co/nD9pPKilAX',"Glasgow, Scotland",276,1039,2,1188,2378,Thu Oct 22 16:17:05 +0000 2009,en
Wed Sep 17 22:56:33 +0000 2014,"b""RT @glenoglaza1: Come On #Scotland Don't reduce our country #VoteNo #UK We need to stay stronger together. What unites us is far greater th\\u2026""",Scotland,5918,528,212,20838,36309,Fri Aug 12 13:51:03 +0000 2011,en
Wed Sep 17 22:56:30 +0000 2014,"b'RT @DanJarvisMP: Dear #Scotland, in good times &amp; in bad we have stood together. Please stay with us.\\n#bettertogether #VoteNo #indyref http:\\u2026'",,139,169,5,17913,13255,Sun Jul 27 15:11:53 +0000 2014,en-GB
Wed Sep 17 22:56:27 +0000 2014,b'Loves voting! #totesmyfave #indyref #yes #Scotland',Aberdeenshire,683,1307,7,861,4673,Sat Mar 21 13:40:56 +0000 2009,en
Wed Sep 17 22:56:26 +0000 2014,"b""RT @phil_machugh: What an incredible campaign to work on with our team at @YesScotland It's now over to you, the people of #Scotland #Letsd\\u2026""",Monaco,2268,2134,101,3064,17773,Sun Jun 14 11:21:44 +0000 2009,en
Wed Sep 17 22:56:26 +0000 2014,b'If #scotland leaves #uk tomorrow then  get #davidcameron resign!!! greedy and screw up in the uk..',"Norwich, England",39,146,0,24,1273,Wed Feb 19 13:59:10 +0000 2014,en
Wed Sep 17 22:56:24 +0000 2014,"b""Never accepted #pluto @NewHorizons2015 wasn't a planet, won't accept #Scotland isn't in the UK. #indyref @StrongerUnited1 @UK_Together""",,597,726,25,12474,27376,Wed Jan 01 23:17:29 +0000 2014,en
Wed Sep 17 22:56:14 +0000 2014,"b'Belle &amp; Sebastian, Boards Of Canada &amp; Teenage FC in #Scotland\\u2019s greatest songs piece: http://t.co/5D0LFchCke #IndyRef http://t.co/5XafGjTbu5'","England, United Kingdom",23468,17544,706,3385,2902,Tue Sep 21 13:09:05 +0000 2010,en
Wed Sep 17 22:56:14 +0000 2014,"b'RT @jonnyperky: United we stand, divided we fall #Scotland BetterTogether #VoteNo http://t.co/7xAxGXG5RI'",Scotland,679,1754,9,5157,10668,Mon Jun 30 16:31:18 +0000 2014,en
Wed Sep 17 22:56:12 +0000 2014,b'Scottish ... #IndependentCountry #IndependentNation #Scotland       \\n    17 ... http://t.co/M0n60oKg7k http://t.co/KuFPgqw6uw',Hillbillyland,1240,143,110,0,853330,Fri Jun 22 15:47:50 +0000 2012,en
Wed Sep 17 22:56:12 +0000 2014,"b""I fear #Scotland may vote Yes tomorrow as the Scots get drunk on freedom. I just hope they're ready for the hangover!""","iPhone: 52.474976,-1.916367",17,20,3,38,3785,Thu May 07 15:27:16 +0000 2009,en
Wed Sep 17 22:55:59 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',россия,489,4215,11,6297,43221,Wed Mar 14 17:43:40 +0000 2012,ru
Wed Sep 17 22:55:58 +0000 2014,"b""RT @isgeneralwaste: The YES campaign is not just about the SNP. It's about socialism and equality Vs neo-liberalism and corruption. Be Brav\\u2026""",London-Ipswich,1163,395,5,39227,21883,Mon Feb 21 14:31:24 +0000 2011,en
Wed Sep 17 22:55:50 +0000 2014,b'Portades dignes d\\u2019una jornada hist\\xf2rica al Regne Unit a la premsa brit\\xe0nica #indyref #Escocia #Scotland #YesScotland http://t.co/slCFs2CVJi',De Sant Andreu a Manchester,628,697,21,6510,15765,Sun Aug 15 22:45:26 +0000 2010,ca
Wed Sep 17 22:55:48 +0000 2014,b'RT @TheWeeSessions: #yesscotland #indyref #scotland #voteyes #yesbecause @citizentommy http://t.co/oZhBJZTozw',UK,7038,7717,196,25269,142156,Sat May 08 20:12:22 +0000 2010,en
Wed Sep 17 22:55:47 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',Singapore,91,347,1,120,10761,Thu Jul 16 03:08:48 +0000 2009,en
Wed Sep 17 22:55:47 +0000 2014,"b""Hope #Scotland vote NO. Don't leave us with the southerners! That said I can see why they'd want independence &amp; I'd vote for it as well""","Newcastle Upon Tyne, England",955,1132,10,2513,9104,Thu Dec 30 13:21:47 +0000 2010,en
Wed Sep 17 22:55:46 +0000 2014,b'#Scottish #tv if they vote #yes ... #referendum #Scotland http://t.co/a0jTlECTME',"Sydney, Australia",41,102,5,83,92,Sun Sep 07 00:03:11 +0000 2014,en
Wed Sep 17 22:55:46 +0000 2014,b'My last-ditch attempt to get my friends and family in #Scotland to stay. @UK_Together #ScotlandDecides #VoteNo http://t.co/8rZvYPeWfy',"London, England",764,174,36,10618,19237,Tue Sep 14 19:30:19 +0000 2010,en
Wed Sep 17 22:55:45 +0000 2014,"b""#Scotland 's national #animal is the .. no, not the sheep... but  the  #Unicorn !  Figured we should start learning stuff about them.""","Twitterville, USA",3236,2204,86,38680,27535,Wed Jan 08 15:43:04 +0000 2014,en
Wed Sep 17 22:55:44 +0000 2014,b'I hope the YES voters in #Scotland are peaceful in defeat after tomorrow.',"Leeds, West Yorkshire, UK",20,114,2,25,97,Sun Sep 05 20:17:24 +0000 2010,en
Wed Sep 17 22:55:44 +0000 2014,b'Tomorrow is a Monumental Day for #Scotland. Be Brave and vote for your right to be You! @YesScotland @Celebs4indy',"Wicklow, Ireland",1359,1253,54,3818,5878,Sun Jan 12 13:51:47 +0000 2014,en
Wed Sep 17 22:55:42 +0000 2014,"b""RT @Queen_UK: Have sent the #OscarPistorius judge a text to ask her to make a decision on #Scotland whilst she's at it.""","Los Angeles, California",8165,9020,112,38147,51165,Mon Jun 04 04:46:39 +0000 2012,en
Wed Sep 17 22:55:42 +0000 2014,"b""Tomorrow's the day! #Scotland votes for independence. What does everyone think? Yay or Ney?""","Florida, USA",1756,721,112,50753,128498,Fri Jun 06 18:54:37 +0000 2008,en
Wed Sep 17 22:55:41 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',ZION,424,1564,22,11259,25960,Fri Jun 18 03:18:39 +0000 2010,en
Wed Sep 17 22:55:41 +0000 2014,b'\\u270c\\ufe0f #scotland #scottish #ScottishPride #scottishnotbritish #scottishindependence #vote #voteaye\\u2026 http://t.co/dSm2asJESn',"Glasgow, UK",1846,284,29,2371,6861,Tue Jun 09 01:34:08 +0000 2009,en
Wed Sep 17 22:55:41 +0000 2014,b'#theladbible #Scotland http://t.co/YXKiAmwOGQ',"Sydney, New South Wales",2368,458,16,5946,20287,Wed Sep 21 20:57:57 +0000 2011,en
Wed Sep 17 22:55:40 +0000 2014,b'RT @Bastamag: Le r\\xe9f\\xe9rendum en \\xc9cosse : une r\\xe9volte contre le r\\xe8gne conjoint de la finance et de l\\u2019imp\\xe9rialisme http://t.co/eH5kDGC066 #Sco\\u2026',Belgique,807,3520,34,3251,2133,Wed Nov 07 23:31:23 +0000 2012,fr
Wed Sep 17 22:55:34 +0000 2014,"b""Why #Scotland's #Independence #Vote #Matters for #ClimateChange http://t.co/XgZvQl3Cdz via @MotherJones""","Greater Los Angeles, CA",1686,1229,35,4640,8951,Tue Oct 20 19:12:03 +0000 2009,en
Wed Sep 17 22:55:31 +0000 2014,b'Reply to @FIFAcom @chelseafc @s04_en   PEOPLE OF SCOTLAND v Westminster Politicians = VOTE YES\\n#Scotland #scottishindependence',"Dublin/Laois, Ireland.",1643,3196,57,14590,23514,Fri Jan 27 18:34:59 +0000 2012,en
Wed Sep 17 22:55:30 +0000 2014,"b""It's seems like all of Scotland has been watching Braveheart and started to think I want a piece of that. #scotland #yesno #independance""","Sheffield, South Yorkshire, UK",202,559,7,18,8772,Sat Apr 30 14:00:43 +0000 2011,en
Wed Sep 17 22:55:30 +0000 2014,"b""#Scottish #independence: 'It's all going hell for leather' \\u2013 video http://t.co/avmsE2HxB7 #indyref #Scotland #p2 #DeathOfNeoliberalism #tcot""","global citizen, for public control",772,2089,115,28667,33639,Mon Aug 16 03:06:29 +0000 2010,en
Wed Sep 17 22:55:30 +0000 2014,b'Im confused....does #Scotland want to stay in Britain? #CallingAllScottishPeople #HelpMe?',"Liverpool, England ",725,929,0,229,2889,Wed Nov 14 22:00:54 +0000 2012,en-gb
Wed Sep 17 22:55:28 +0000 2014,b'#georgesquare #glasgow #indyref #scotlanddecides #scotland @ George Square http://t.co/aZaw8MZSYf',"Scotland, United Kingdom",1884,1719,82,2124,1052,Fri Apr 01 09:35:05 +0000 2011,en
Wed Sep 17 22:55:27 +0000 2014,b'#YES #independence #scotland http://t.co/b3UT42obHv',,29,84,0,5,137,Sun May 20 20:16:06 +0000 2012,en
Wed Sep 17 22:55:24 +0000 2014,b'Goodnight all. \\n\\nMassive day in history tomorrow.\\n\\nI sincerely hope my friends in #Scotland get the result they want.',"Derbyshire, England",7687,2711,130,20474,80149,Wed Apr 22 10:25:50 +0000 2009,en
Wed Sep 17 22:55:22 +0000 2014,"b""Here's my #indyref thoughts #scotland #VoteYes #thefinalcountdown #LetsDoThis http://t.co/UtVIEShnXU""","Edinburgh, Scotland",467,730,16,2185,5867,Fri May 14 16:59:03 +0000 2010,en
Wed Sep 17 22:55:20 +0000 2014,"b""RT @justahelen: #Scotland it's your decision...but please don't leave us this way: http://t.co/1sTOPtogcm we can do better I promise #indyr\\u2026""",,166,96,3,24414,9857,Fri Oct 07 14:40:30 +0000 2011,en
Wed Sep 17 22:55:20 +0000 2014,"b'RT @600Independent: ""@MhicPhoto: #Catalonia &amp; #Scotland together in George Square, Glasgow on the eve of #indyref http://t.co/nfAw4gSv8D""'",De Lleida vivint a Tarragona,755,1839,3,699,13809,Sun Mar 23 22:07:38 +0000 2014,es
Wed Sep 17 22:55:19 +0000 2014,b'An #independent #Scotland would \\u2019celebrate\\u2019 soaring #immigration http://t.co/ETlAAKut95  Backdoor entry into #England ??',London,5376,704,182,31349,80394,Thu Oct 08 16:20:15 +0000 2009,en
Wed Sep 17 22:55:14 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',"لاہور, پاکستان",746,392,37,63355,34182,Sun Nov 04 12:12:54 +0000 2012,en
Wed Sep 17 22:55:13 +0000 2014,b'RT @katiecouric: What you need to know about the Scottish Independence Referendum Bill. http://t.co/RKJGA40Nxq #Scotland #indyref #NowIGetI\\u2026',"Seattle, Bay Area, Carson City",9976,403,531,4433,10169,Tue Aug 28 20:24:43 +0000 2007,en
Wed Sep 17 22:55:13 +0000 2014,b'#WITCH WAY OUT (#3) Elle investigates #spooky archaeology dig. Got #goblins? #witches \\u25bahttp://t.co/emp2ac2aIR\\u25c4 #paranormal #Scotland #UK',"Mesa, AZ",80842,79748,3182,11090,691552,Thu Jan 14 21:53:56 +0000 2010,en
Wed Sep 17 22:55:12 +0000 2014,b'#99cents WITCHY BUSINESS http://t.co/qv3fflhagK\\xa0 #witches #vampires #mystery #romance #paranormal #Scotland #UK...',"Mesa, AZ",80842,79748,3182,11090,691552,Thu Jan 14 21:53:56 +0000 2010,en
Wed Sep 17 22:55:12 +0000 2014,b'\\xa30.77 WITCHY BUSINESS (#Witch Detectives #1) http://t.co/qv3fflhagK  #Scotland #indiekindle http://t.co/HwQHOC4ZVJ',"Mesa, AZ",80842,79748,3182,11090,691552,Thu Jan 14 21:53:56 +0000 2010,en
Wed Sep 17 22:55:10 +0000 2014,"b""RT @myrugbyblog: So if #Scotland break from the #UK would @lionsofficial be called British, Scottish and Irish Lions? That's a bit long to \\u2026""","London, UK ",416,440,1,17205,8118,Mon Oct 28 21:44:42 +0000 2013,en
Wed Sep 17 22:55:10 +0000 2014,b'RT @TheWeeSessions: #yesscotland #indyref #scotland #voteyes #yesbecause @citizentommy http://t.co/oZhBJZTozw',,287,514,16,1641,14378,Fri May 20 14:36:39 +0000 2011,en
Wed Sep 17 22:55:09 +0000 2014,b'RT @KatieEwen123: Nobody here again tonight. Absolutely hee haw happening... \\U0001f602\\U0001f602\\U0001f602 #CannyMove #VoteYes #indyref #yes #Scotland http://t.co/dC\\u2026',Welcome to Glasgow.com The home of original first registered Glasgow domain on the Internet promoting Glasgow to World Wide Web.,17654,889,600,6825,66364,Thu Jun 11 14:24:58 +0000 2009,en
Wed Sep 17 22:55:06 +0000 2014,b'New at Ref21:  The Untied Kingdom? (Jeremy Walker) http://t.co/JmfjIDwIE2 #england #scotland #secession',This is Where I Am Right Now,1072,14,27,96,2050,Wed May 01 12:01:50 +0000 2013,en
Wed Sep 17 22:55:04 +0000 2014,"b""#Scotland tomorrow's the big day! Do what's right, vote yes.\\U0001f44d\\U0001f44d\\U0001f44d""",Dublin | Philadelphia 🇮🇪🇺🇸,88,178,5,2853,4984,Thu Dec 26 06:35:37 +0000 2013,en
Wed Sep 17 22:55:04 +0000 2014,"b""RT @ScottieMcClue: If You Are A #NoVoter or #undecided #Scotland Don't Panic - It's Not Too Late For You To Cross The Floor and #VoteYes #i\\u2026""",SAOR ALBA - FREE SCOTLAND,2699,2316,19,612,12529,Mon Feb 17 18:48:35 +0000 2014,en
Wed Sep 17 22:55:03 +0000 2014,b'#ScotlandDecides #ScottishReferendum Acc to #Salmond an indep #Scotland would be industry &amp; oil heavy but still the greenest land on Earth.',"Dorset, UK",1762,2151,76,5,9906,Tue Apr 26 22:29:32 +0000 2011,en
Wed Sep 17 22:55:02 +0000 2014,"b'I think #VoteYes will win comfortably! looking forward to the future , not dwelling on the past , things have to change #indyref #Scotland'",Scotland,114,113,0,1187,1047,Fri Oct 14 06:49:34 +0000 2011,en
Wed Sep 17 22:55:01 +0000 2014,b'By this time tomorrow the UK could be broken up. Night night. #IndyRef #Scotland',,20440,2150,601,2112,54079,Thu May 31 14:18:09 +0000 2007,en
Wed Sep 17 22:54:56 +0000 2014,b'@scarletfu PEOPLE OF SCOTLAND v Westminster Politicians = VOTE YES\\n#Scotland #scottishindependence',"Dublin/Laois, Ireland.",1643,3196,57,14590,23514,Fri Jan 27 18:34:59 +0000 2012,en
Wed Sep 17 22:54:50 +0000 2014,b'Vanguard #Scotland? by Robert Skidelsky via @ProSyn #oped http://t.co/f5E9UHrZZn via @po_st',,4439,4345,93,101876,35139,Thu Mar 28 23:36:13 +0000 2013,en
Wed Sep 17 22:54:49 +0000 2014,b'#AdamSmith \\n#WealthofNations #1776\\n#TommyButler\\n #ThebirthofNation \\n#18thSept \\n#Vote #YES #Scotland',Welcome to Glasgow.com The home of original first registered Glasgow domain on the Internet promoting Glasgow to World Wide Web.,17654,889,600,6825,66364,Thu Jun 11 14:24:58 +0000 2009,en
Wed Sep 17 22:54:47 +0000 2014,b'RT @katiecouric: What you need to know about the Scottish Independence Referendum Bill. http://t.co/RKJGA40Nxq #Scotland #indyref #NowIGetI\\u2026',"Maine, USA",213,286,7,10713,4279,Sat Jan 22 16:35:01 +0000 2011,en
Wed Sep 17 22:54:46 +0000 2014,"b'Is it cruel as an Englishman I want to see Scotland independent ""just to see how badly it fucks up"" #indyref #scotland'","Ipswich, England",288,301,3,1724,13927,Wed Aug 17 04:25:34 +0000 2011,en
Wed Sep 17 22:54:45 +0000 2014,b'Scottish referendum vote polls open in +/- 7 hours. Go #Independence. Go #Scotland http://t.co/gretYDytOk',Happiest City In America,843,1857,82,8805,33417,Tue Apr 02 23:35:33 +0000 2013,en
Wed Sep 17 22:54:44 +0000 2014,"b""RT @ajmontgomery: Rarely mentioned difference btwn Quebec &amp; #Scotland's referendums - Salmond says he won't seek another one #ScotlandDecid\\u2026""",Montreal,1132,1600,8,1172,5061,Tue Feb 28 01:35:11 +0000 2012,en
Wed Sep 17 22:54:43 +0000 2014,b'So true. Nationalist &amp; realistic \\U0001f1ec\\U0001f1e7 #scottishindependence #Scotland #bettertogether #nothanks #Glasgow #YesScotland http://t.co/0ZoO3KljP8',east kilbride ,112,190,0,1994,1331,Tue Jul 08 17:55:58 +0000 2014,en-gb
Wed Sep 17 22:54:39 +0000 2014,b'Avast! Scottish independence Votrs answr referendum question #independentcountry #independentnation #scotland http://t.co/LYSvDsnPWn',At Sea,719,137,0,0,144614,Mon Mar 25 14:06:02 +0000 2013,en
Wed Sep 17 22:54:39 +0000 2014,"b'To all #ScotsAroundTheWorld, #BigDecisionTomorrow on #Independence. #MakeYourVoteCount, will definitely be #FightToDeath! #Yes #No #Scotland'","Chapeltown, Leeds, England",19010,20812,118,44518,16653,Sun Oct 13 16:46:28 +0000 2013,en
Wed Sep 17 22:54:37 +0000 2014,b'Hope #Scotland stays! Help us kick out the tories!!! #ScotlandDecides #nothanks',Liverpool,2402,1972,29,11747,13740,Sun Jan 09 18:29:47 +0000 2011,en-gb
Wed Sep 17 22:54:36 +0000 2014,b'Scottish independence: Decision day http://t.co/KSxD39hdVy @BBCScotlandNews #scotland',Scotland,965,149,24,3,22355,Wed Jul 20 12:59:17 +0000 2011,en
Wed Sep 17 22:54:36 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',,15,148,0,38,622,Fri Apr 05 14:08:48 +0000 2013,en
Wed Sep 17 22:54:34 +0000 2014,b'@IdkDeclan But i have a feeling #Scotland will get a vote for Independence. #VoteYes #indyref',"British Columbia, Canada",2532,3592,111,10187,52077,Sun Sep 09 21:22:16 +0000 2012,en
Wed Sep 17 22:54:33 +0000 2014,b'\\U0001f4aa #Scotland Ex-PM #GordonBrown may be the difference maker in Scottish vote http://t.co/OhRjfb4t4A',"Aurora, Ontario, Canada",1864,4796,50,619,3073,Sat Apr 18 15:13:51 +0000 2009,en
Wed Sep 17 22:54:28 +0000 2014,b'RT @AlllyMango: #Referendum: Study finds those with more info are more likely to vote #yes http://t.co/EmEUeCKWN5 #indyref #scotland',,175,398,13,872,2034,Thu Feb 24 17:47:39 +0000 2011,en
Wed Sep 17 22:54:24 +0000 2014,b'@YESScotland\\nFeisty feminists fight for FREEDOM!\\n#YES #Scotland #indyref',,1369,1742,39,537,12103,Fri Mar 14 10:08:37 +0000 2014,en
Wed Sep 17 22:54:23 +0000 2014,"b'If it can happen in the United Kingdom, it can happen in the United States. #Scotland'",,705,389,22,1854,7179,Tue Mar 17 01:32:47 +0000 2009,en
Wed Sep 17 22:54:20 +0000 2014,"b'RT @SierraUniEcho: A boss once said to me ""history is a dead subject"" to which I replied ""you couldn\'t be more wrong"" #Scotland #indyref ab\\u2026'",,34,341,0,135,776,Sun Nov 18 22:26:07 +0000 2012,en
Wed Sep 17 22:54:16 +0000 2014,"b""Will they or won't they?  #ScotlandDecides #Scotland #scottishindependence #ScottishReferendum""",New York,481,594,22,6037,4449,Mon Jul 01 13:33:34 +0000 2013,en
Wed Sep 17 22:54:16 +0000 2014,"b""RT @glenoglaza1: Come On #Scotland Don't reduce our country #VoteNo #UK We need to stay stronger together. What unites us is far greater th\\u2026""",,42,132,6,92,269,Fri Aug 08 11:26:03 +0000 2014,en
Wed Sep 17 22:54:08 +0000 2014,"b""RT @OfficialAnasSCO: Here's one final chance to read my declaration for supporting a Yes vote. http://t.co/gFOYfVrODM #IndyRef #Scotland""",,699,556,7,5076,30665,Tue Mar 05 14:06:05 +0000 2013,en
Wed Sep 17 22:54:07 +0000 2014,b'I so want #Scotland to go Yes because they are casting a blow for every working class person who has taken a kicking since 1979.Solidarity',shropshire,361,374,14,662,7828,Tue Aug 09 19:42:53 +0000 2011,en
Wed Sep 17 22:54:06 +0000 2014,b'If #scotland becomes independent tomorrow I expect a nationwide boycott of all Scottish banks. I for one will be leaving halifax. #Voteno',swansea,735,128,4,1667,8155,Tue Jun 29 20:41:41 +0000 2010,en
Wed Sep 17 22:54:06 +0000 2014,b'#home #thelarches #autumn #scotland #caledonia http://t.co/HQF6yCmFbE',,64,187,3,29,188,Sat Jul 10 13:40:22 +0000 2010,en
Wed Sep 17 22:54:03 +0000 2014,"b'RT @STrimel: It must be so exhilarating to be in #Scotland-anticipation thick as haggis, whether you will vote yes or no. #Scotland'",Earth,212,1001,5,90,4656,Sun May 24 07:20:04 +0000 2009,en
Wed Sep 17 22:53:59 +0000 2014,b'RT @ammanndaa: #VoteYes #voteyesscotland #Edinburgh #scotland #freedom #freefromlies #ScotsDecide #yesdundee http://t.co/0ejOfwY6Nk',Dublin City on a Friday night,151,265,0,79,5190,Wed Apr 21 12:27:25 +0000 2010,es
Wed Sep 17 22:53:56 +0000 2014,"b""How does #Scotland's Independence vote effect #Israel? @Gil_Hoffman talks w/ @Jerusalem_Post's Jerry Lewis. Listen: https://t.co/PhAPz5yj8Q""",Jerusalem,2997,388,119,893,6496,Tue Jul 08 04:37:15 +0000 2014,en
Wed Sep 17 22:53:56 +0000 2014,"b""Well tomorrows the big day #Scotland Whatever, I know it'll be the right decision for you. I might not like it but it's not mine to make.""",Cyberspace,716,1300,25,2044,21114,Tue Feb 15 12:11:13 +0000 2011,en
Wed Sep 17 22:53:55 +0000 2014,"b""Alex #Salmond 's Last Word for Voters http://t.co/E93CnxcRzS #ScottishReferendum #scottishindependence #AlexSalmond #Scotland""","New York, USA",1483,1399,40,80,2210,Tue Apr 21 23:27:54 +0000 2009,en
Wed Sep 17 22:53:55 +0000 2014,"b""@ChristineCusac1 @citizentommy to u &amp; #Scotland 2 u tomoz who face a historic &amp; brave decision :-) #fairplay to ya's""",,1120,2650,43,52082,52773,Tue Sep 25 12:40:51 +0000 2012,en
Wed Sep 17 22:53:54 +0000 2014,"b'RT @paulbreenturner: Forget Cameron or Salmond the BEST speech all week by a mile came fr a proud Scotsman, Gordon Brown #Scotland http://t\\u2026'",London,526,1589,15,679,6541,Wed Dec 01 23:58:19 +0000 2010,en
Wed Sep 17 22:53:52 +0000 2014,b'Goodnight #Scotland tomorrow we create history. #indyref #VoteYes',Ireland,85,616,2,591,1056,Sun Feb 02 21:42:13 +0000 2014,en
Wed Sep 17 22:53:52 +0000 2014,"b""So if #Scotland break from the #UK would @lionsofficial be called British, Scottish and Irish Lions? That's a bit long to embroider.""",Worldwide,1260,1180,56,16195,28775,Wed May 28 20:56:48 +0000 2014,en-gb
Wed Sep 17 22:53:49 +0000 2014,b'RT @TahaYasseri: Last minute check on what #Scotland is? Big jump in traffic of Scotland #Wikipedia page @WikiResearch #ScotlandDecide http\\u2026',"Santiago, Chile",2421,1558,72,53972,113290,Sun Apr 19 21:41:42 +0000 2009,es
Wed Sep 17 22:53:46 +0000 2014,"b""#Scotland #VoteNo Don't leave not only are we being broken by terrorists but the UK will be broken by our own system.""",In a tin,41,147,1,10,951,Mon May 09 16:07:12 +0000 2011,en
Wed Sep 17 22:53:44 +0000 2014,b'RT @Inthepeninsula: Should The U.S. Deploy Troops To #Scotland? @YesScotland http://t.co/yzFrcwttCE',Canada,1002,899,41,15,23759,Sat Nov 28 03:44:33 +0000 2009,en
Wed Sep 17 22:53:43 +0000 2014,"b""#Scotland I'm in Canada, but I have a super Scottish name, is there something I should be doing? #mindingmyownbusiness""",#ldnont,224,679,4,1095,2874,Sun Apr 05 00:17:54 +0000 2009,en
Wed Sep 17 22:53:41 +0000 2014,b'I understand how frustrating it must be for #Scotland as a whole to be dictated to by a hugely incompetent and inept Conservative party 1/2',,179,365,13,12300,6139,Tue Nov 30 00:01:06 +0000 2010,en
Wed Sep 17 22:53:38 +0000 2014,b'RT @JonMorter: What Europe would look like if every separatist movement was successful  #Scotland #Vote http://t.co/fzLNvvU9LB',London,1645,2779,43,25601,27981,Fri Jul 16 01:21:30 +0000 2010,en
Wed Sep 17 22:53:37 +0000 2014,b'Scottish independence Decision day http://t.co/8Ui0mGSaX8 #independentcountry #independentnation #Scotland',Anywhere the News Happens,1125,138,203,0,671856,Tue May 28 05:59:13 +0000 2013,en
Wed Sep 17 22:53:35 +0000 2014,b'#Dayofdestiny #Scotland \\nMaravillosa Escocia. http://t.co/kUlhHM72rs',,1156,903,21,46698,39841,Sun Feb 01 23:33:05 +0000 2009,en
Wed Sep 17 22:53:33 +0000 2014,b'#ScotlandDecides #ScottishReferendum Acc to #Salmond an independent #Scotland would have a Scottish gov that only makes popular decisions.',"Dorset, UK",1762,2151,76,5,9906,Tue Apr 26 22:29:32 +0000 2011,en
Wed Sep 17 22:53:28 +0000 2014,b'RT @Socialism2014: Time to rise! #Scotland #socialism #EndAusterity build a mass working class resistance @cwiscot #JoinTheSocialists http:\\u2026',,1351,2075,25,2079,13576,Sun Jan 18 13:23:50 +0000 2009,en
Wed Sep 17 22:53:27 +0000 2014,"b'#Scotland, break a leg!'","Amsterdam, The Netherlands",365,2,18,560,13853,Mon Feb 16 19:59:23 +0000 2009,en
Wed Sep 17 22:53:20 +0000 2014,"b'@HouseCracka if #Scotland votes yes, I will buy more #scotch'",United States,5080,5863,221,3485,135577,Tue Jan 04 07:58:37 +0000 2011,en
Wed Sep 17 22:53:20 +0000 2014,"b'Good Luck, #Scotland http://t.co/bMZ6SSnldq'","Beijing, China",105,62,3,35,504,Thu Oct 04 08:11:55 +0000 2012,en
Wed Sep 17 22:53:20 +0000 2014,"b'Like him or not, this is a pretty good speech by Gordon Brown ahead of the referendum on  #Scotland tomorrow https://t.co/xX5ntkCYEF'",Dubai,1039,981,69,485,4530,Fri Dec 11 17:36:46 +0000 2009,en
Wed Sep 17 22:53:17 +0000 2014,"b""#scotland vote #yes, but don't let Salmond drag you into EU. If he does, currency problem solved: Scottish Euro! Swap London for Brussels?""",,16,15,0,193,1079,Mon Aug 25 20:27:09 +0000 2014,en
Wed Sep 17 22:53:16 +0000 2014,"b""Let's trade in pogs or Pokemon #Scotland #indyref""","Blackpool, England",729,836,5,10087,13932,Tue Dec 15 22:12:49 +0000 2009,en
